410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,label
2.9903667056954126,3.427130877185888,3.6914502840016117,3.880661932819223,4.380963419121428,4.445624325517189,3.1949845206845953,3.034738983829484,3.559916300160735,2.619818766471492,3.342320121597585,2.5733108688646285,2.696651326680027,2.3808582161066854,3.1750102340987967,4.110791839597748,2.1425146276814604,1.4207999892537104,PE
1.971923488352286,2.314675412510231,2.7049110318370766,1.5936658375097585,1.952296084805037,2.1314634221401585,1.3019385840655113,1.52358046549793,1.6029119146678301,1.6958876078392697,2.6775083611050507,1.66858753805009,1.881174395431576,1.6689908565107874,1.4973237222717484,1.8692994326610333,1.802682925094763,1.344105220604929,PE
1.6934531656249623,1.5964465658554023,1.5764636949207569,1.6309170635244645,1.6745985131301626,1.5374599677997982,1.7962928243071539,1.6332615860654969,1.6723520228857294,1.5155224677336776,2.0030260418879506,1.4627837783132338,1.4525086656033113,1.3327966806563363,1.7036291157557917,1.8858738256877092,1.5658519916569955,1.1676360761000573,PE
2.2573855125514024,2.5765785830046837,2.3472311104940466,2.5550458297041247,2.8225518964093177,2.2036700348970553,2.0846724892198285,2.381412597712534,2.3695568946602874,2.226803624179238,1.8157738928042861,1.8317869398972908,2.0301698197698945,1.497562618821301,1.7980651249883852,1.7259235435869447,2.0039578357494223,1.3451904255686122,PE
2.2321408361841826,3.0036642807657223,2.96789448249755,2.5798658068354787,3.0481044029724225,2.6510410030487033,2.180933200821468,2.3534681093839445,2.7642449930383135,2.170110268957515,2.7618846538266846,1.9997332633083635,2.6060164646357182,1.9994900928885737,2.124751499459566,2.116902471751651,2.3537246286999745,1.4122243307983444,PE
2.1730562661108914,2.0132559408176887,2.3209261980666303,1.896864380056277,1.9972249319293733,1.9079138081144955,2.017554199149089,1.8858395378429578,1.8053746594517355,1.6774663839008963,2.4967263186502278,1.6688359454723503,1.6065387836697327,1.525488772611112,1.8004882720423858,2.266107782513861,1.6106599552691645,1.2168051776190105,PE
3.6239249172748913,3.1837392225945558,3.823007222055619,3.3201426808586385,3.5031803736504727,3.5048015915004886,3.576108474412928,3.2425276045850273,3.513953081138534,3.038558405829525,6.150574319812384,3.003607356934488,3.0473434661766468,2.6659950247006434,3.401084758027655,6.201209669539024,2.980552616131472,1.5032494991183414,PE
2.099397920540334,1.8952589225361856,1.9720538520066668,1.9289792770180798,2.0596047780031514,1.9300324212027433,1.9845722563769852,1.9128592593191835,2.024968046624384,1.709681349880775,2.537851256955428,1.6657119810070538,1.6009717294424206,1.5039568100990064,1.9018179574345955,2.8479816262003856,1.6019989096001666,1.2234443960389492,PE
2.990607389141929,3.4221198318922172,3.6911394733264595,3.878229024048144,4.378738811688496,4.440276590617509,3.1931469992694397,3.035248425900656,3.554428199665627,2.620553561448753,3.340196318359495,2.574636382194355,2.6967147150871806,2.386802335211541,3.1714167052009574,4.113275194266761,2.146033793279624,1.4157331089042888,PE
1.9671100524537943,2.317747587074717,2.705239221951892,1.596485623557277,1.9546150396769164,2.127801973947499,1.3035342600579116,1.5233955849515792,1.599657150690129,1.6969109046937507,2.6740495610793564,1.667647561426832,1.882431039576475,1.6635297016350392,1.499034191252613,1.8641624570831463,1.8019797412254608,1.3386891968977583,PE
